id,label,number_of_doctors,landsting_id,ownership,phonesystem,booking_type,unit_type,unit_type_number,code,_label
3872,Kåge/Morö backe hälsocentral,8 eller fler läkare,64,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Kåge/Morö backe hälsocentral
3873,Sorsele sjukstuga,2 - 4 läkare,64,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Sorsele sjukstuga
3874,Boliden hälsocentral,1 läkare,64,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Boliden hälsocentral
3875,Vilhelmina sjukstuga,5 - 7 läkare,64,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vilhelmina sjukstuga
3876,Robertsfors Hälsocentral,2 - 4 läkare,64,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Robertsfors Hälsocentral
3877,Storuman sjukstuga,2 - 4 läkare,64,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Storuman sjukstuga
3878,Ålidhem hälsocentral,8 eller fler läkare,64,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Ålidhem hälsocentral
3879,"Medicinkonsulten AB hälsocentral, Lycksele",2 - 4 läkare,64,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,"Medicinkonsulten AB hälsocentral, Lycksele"
3880,Tärnaby sjukstuga,2 - 4 läkare,64,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Tärnaby sjukstuga
3881,Vännäs hälsocentral,5 - 7 läkare,64,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Vännäs hälsocentral
3882,Lövånger Hälsocentral,,64,Offentlig,,,Primärvård,2,,Lövånger Hälsocentral
3883,Dorotea sjukstuga,2 - 4 läkare,64,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Dorotea sjukstuga
3884,Burträsk hälsocentral,2 - 4 läkare,64,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Burträsk hälsocentral
3885,Ursvikens hälsocentral,2 - 4 läkare,64,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Ursvikens hälsocentral
3886,Mellanbygdens hälsocentral Lövånger/Robertsfors,5 - 7 läkare,64,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Mellanbygdens hälsocentral Lövånger/Robertsfors
3887,Åsele sjukstuga,2 - 4 läkare,64,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Åsele sjukstuga
3888,Teg hälsocentral,8 eller fler läkare,64,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Teg hälsocentral
3889,Holmsund hälsocentral,2 - 4 läkare,64,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Holmsund hälsocentral
3890,Erikslid hälsocentral,2 - 4 läkare,64,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Erikslid hälsocentral
3891,Backen hälsocentral,5 - 7 läkare,64,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Backen hälsocentral
3892,Nordmaling hälsocentral,2 - 4 läkare,64,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Nordmaling hälsocentral
3893,"Stenbergska hälsocentral, Lycksele",5 - 7 läkare,64,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Stenbergska hälsocentral, Lycksele"
3894,Heimdall hälsocentral,2 - 4 läkare,64,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Heimdall hälsocentral
3895,Sävar hälsocentral,2 - 4 läkare,64,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Sävar hälsocentral
3896,Norsjö hälsocentral,2 - 4 läkare,64,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Norsjö hälsocentral
3897,Citymottagningen hälsocentral i Umeå,2 - 4 läkare,64,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Citymottagningen hälsocentral i Umeå
3898,Hälsogemenskapens hälsocentral i Jörn,1 läkare,64,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hälsogemenskapens hälsocentral i Jörn
3899,Mariehem hälsocentral,8 eller fler läkare,64,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Mariehem hälsocentral
3900,Vindeln hälsocentral,2 - 4 läkare,64,Offentlig,Datoriserat återuppringningssystem,Högst 7 dagar,Primärvård,2,,Vindeln hälsocentral
3901,Malå sjukstuga,2 - 4 läkare,64,Offentlig,Datoriserat återuppringningssystem,Högst 7 dagar,Primärvård,2,,Malå sjukstuga
3902,Hörnefors hälsocentral,2 - 4 läkare,64,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Hörnefors hälsocentral
3903,Anderstorp hälsocentral,5 - 7 läkare,64,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Anderstorp hälsocentral
3904,Ersboda hälsocentral,5 - 7 läkare,64,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Ersboda hälsocentral
3905,"Hällans hälsocentral, Öjebyn",2 - 4 läkare,65,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Hällans hälsocentral, Öjebyn"
3906,Harads vårdcentral,1 läkare,65,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Harads vårdcentral
3907,"Sensia Hälsocentral, Boden",2 - 4 läkare,65,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Sensia Hälsocentral, Boden"
3908,Haparandas hälsocentral,5 - 7 läkare,65,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Haparandas hälsocentral
3909,"Norrskenets hälsocentral, Vittangi",2 - 4 läkare,65,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,"Norrskenets hälsocentral, Vittangi"
3910,Malmbergets vårdcentral,2 - 4 läkare,65,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Malmbergets vårdcentral
3911,Gällivare Hälsocentral,2 - 4 läkare,65,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Gällivare Hälsocentral
3912,Pajalas hälsocentral,5 - 7 läkare,65,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Pajalas hälsocentral
3913,Arvidsjaurs hälsocentral,5 - 7 läkare,65,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Arvidsjaurs hälsocentral
3914,"Cederkliniken, Piteå",5 - 7 läkare,65,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Cederkliniken, Piteå"
3915,Grytnäs hälsocentral,2 - 4 läkare,65,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Grytnäs hälsocentral
3916,Jokkmokks hälsocentral,2 - 4 läkare,65,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Jokkmokks hälsocentral
3917,"Sensia Hälsocentral, Luleå",5 - 7 läkare,65,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Sensia Hälsocentral, Luleå"
3918,Furunäsets hälsocentral,5 - 7 läkare,65,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Furunäsets hälsocentral
3919,Överkalixs hälsocentral,2 - 4 läkare,65,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Överkalixs hälsocentral
3920,Hortlaxs hälsocentral,2 - 4 läkare,65,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Hortlaxs hälsocentral
3921,Sandens hälsocentral,5 - 7 läkare,65,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Sandens hälsocentral
3922,Stadsvikens hälsocentral,8 eller fler läkare,65,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Stadsvikens hälsocentral
3923,Bergnäsets hälsocentral,5 - 7 läkare,65,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Bergnäsets hälsocentral
3924,Övertorneås hälsocentral,2 - 4 läkare,65,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Övertorneås hälsocentral
3925,Örnäsets hälsocentral,5 - 7 läkare,65,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Örnäsets hälsocentral
3926,Älvsbyns hälsocentral,5 - 7 läkare,65,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Älvsbyns hälsocentral
3927,"Sensia Hälsocentral, Piteå",5 - 7 läkare,65,Privat,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,"Sensia Hälsocentral, Piteå"
3928,Råneås hälsocentral,2 - 4 läkare,65,Offentlig,Datoriserat återuppringningssystem,Högst 7 dagar,Primärvård,2,,Råneås hälsocentral
3929,Arjeplogs hälsocentral,2 - 4 läkare,65,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Arjeplogs hälsocentral
3930,Björknäs hälsocentral,5 - 7 läkare,65,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Björknäs hälsocentral
3931,Piteås hälsocentral,2 - 4 läkare,65,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Piteås hälsocentral
3932,Erikslunds hälsocentral,2 - 4 läkare,65,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Erikslunds hälsocentral
3933,Norrfjärdens hälsocentral,2 - 4 läkare,65,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Norrfjärdens hälsocentral
3934,Forsens hälsocentral,5 - 7 läkare,65,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Forsens hälsocentral
3935,Hertsös hälsocentral,2 - 4 läkare,65,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hertsös hälsocentral
3936,Granitens hälsocentral,5 - 7 läkare,65,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Granitens hälsocentral
3937,Porsöns hälsocentral,2 - 4 läkare,65,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Porsöns hälsocentral
3938,Gammelstads hälsocentral,5 - 7 läkare,65,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Gammelstads hälsocentral
3939,Björkskatans hälsocentral,2 - 4 läkare,65,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Björkskatans hälsocentral
3940,Kiruna hälsocentral,5 - 7 läkare,65,Offentlig,Datoriserat återuppringningssystem,Högst 7 dagar,Primärvård,2,,Kiruna hälsocentral
3941,Kalixs hälsocentral,5 - 7 läkare,65,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Kalixs hälsocentral
3942,Mjölkuddens hälsocentral,2 - 4 läkare,65,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Mjölkuddens hälsocentral
3943,Roslagshälsans husläkarmottagning,2 - 4 läkare,10,Privat,Datoriserad växel,Högst 14 dagar,Primärvård,2,,Roslagshälsans husläkarmottagning
3944,Baldersnäs Din hälsocentral,2 - 4 läkare,61,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Baldersnäs Din hälsocentral
4107,"Boländernas vårdcentral, Uppsala",2 - 4 läkare,12,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Boländernas vårdcentral, Uppsala"
4144,Laponias hälsocentral,5 - 7 läkare,65,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Laponias hälsocentral
4156,Cityläkarna i Kalmar,2 - 4 läkare,24,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Cityläkarna i Kalmar
4157,Vårdkliniken Ängelholm,1 läkare,41,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Vårdkliniken Ängelholm
4159,"Sickla Hälsocenter, Danviken",2 - 4 läkare,10,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,"Sickla Hälsocenter, Danviken"
4160,Hälsans vårdcentral Tensta,2 - 4 läkare,10,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hälsans vårdcentral Tensta
4161,Telefonplans vårdcentral,2 - 4 läkare,10,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Telefonplans vårdcentral
4162,CityAkutens husläkarmottagning,2 - 4 läkare,10,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,CityAkutens husläkarmottagning
4163,Vårdcentralen Solnas Hjärta,2 - 4 läkare,10,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Solnas Hjärta
4164,Hälsocentralen Premicare Ljustadalen,2 - 4 läkare,62,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hälsocentralen Premicare Ljustadalen
4171,"To Care, Solna Sundbyberg",2 - 4 läkare,10,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"To Care, Solna Sundbyberg"
4172,"Västerledens Vårdcentral och Hälsocenter, Frölunda Torg",8 eller fler läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Västerledens Vårdcentral och Hälsocenter, Frölunda Torg"
4173,Närhälsan Fritsla,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Fritsla
4189,"Eira Hälsocentral, Gävle",5 - 7 läkare,61,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Eira Hälsocentral, Gävle"
4190,"Capio Hälsocentral Wasahuset, Gävle",2 - 4 läkare,61,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Capio Hälsocentral Wasahuset, Gävle"
4193,Hötorgets vårdcentral,,10,Privat,,,Primärvård,2,,Hötorgets vårdcentral
4194,Lundens husläkarmottagning,1 läkare,10,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Lundens husläkarmottagning
4195,Nockebyhöjdens vårdcentral,2 - 4 läkare,10,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Nockebyhöjdens vårdcentral
4198,"Achima Care Vårdcentral, Köping",2 - 4 läkare,56,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Achima Care Vårdcentral, Köping"
4199,Capio vårdcentral Taptogatan,2 - 4 läkare,10,Privat,Datoriserat återuppringningssystem,Högst 7 dagar,Primärvård,2,,Capio vårdcentral Taptogatan
4201,Angered Care vårdcentral,2 - 4 läkare,51,Privat,Saknar datoriserat system,Samma dag,Primärvård,2,,Angered Care vårdcentral
4203,Hälsoteamet i Smålandsstenar,2 - 4 läkare,22,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hälsoteamet i Smålandsstenar
4204,Hälsoteamet i Gislaved,2 - 4 läkare,22,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hälsoteamet i Gislaved
4205,Hälsosteamet i Anderstorp,2 - 4 läkare,22,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hälsosteamet i Anderstorp
4206,Hälsoteamet i Mullsjö,2 - 4 läkare,22,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hälsoteamet i Mullsjö
4207,Vårdcentralen Stenblomman,2 - 4 läkare,42,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Stenblomman
4209,Vårdcentral Sunnansjö,2 - 4 läkare,57,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentral Sunnansjö
4210,Vårdcentral Ludvika-Grängesberg,2 - 4 läkare,57,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentral Ludvika-Grängesberg
4211,Vårdcentral Älvdalen,5 - 7 läkare,57,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentral Älvdalen
4212,Vårdcentralen Vansbro,2 - 4 läkare,57,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Vansbro
4213,Vårdcentral Leksand,5 - 7 läkare,57,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentral Leksand
4214,Vårdcentral Gagnef,,57,Offentlig,,,Primärvård,2,,Vårdcentral Gagnef
4215,Vårdcentral Mora,8 eller fler läkare,57,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentral Mora
4216,Vårdcentralen Kvarnsveden,8 eller fler läkare,57,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Kvarnsveden
4217,Falu vårdcentral,5 - 7 läkare,57,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Falu vårdcentral
4218,Vårdcentralen Tisken,8 eller fler läkare,57,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Tisken
4219,Vårdcentralen Sälen-Lima,2 - 4 läkare,57,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Sälen-Lima
4220,Vårdcentral Långshyttan,,57,Offentlig,,,Primärvård,2,,Vårdcentral Långshyttan
4221,Vårdcentralen Säter,5 - 7 läkare,57,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Säter
4222,Vårdcentral Malung,2 - 4 läkare,57,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentral Malung
4223,Vårdcentralen Avestahälsan,2 - 4 läkare,57,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Avestahälsan
4224,Vårdcentralen Jakobsgårdarna,8 eller fler läkare,57,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Jakobsgårdarna
4225,Vårdcentral Engelbrekt,5 - 7 läkare,57,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentral Engelbrekt
4226,Vårdcentral Grängesberg,2 - 4 läkare,57,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentral Grängesberg
4227,Vårdcentralen Koppardalen,2 - 4 läkare,57,Privat,Datoriserat återuppringningssystem,Högst 7 dagar,Primärvård,2,,Vårdcentralen Koppardalen
4228,"Vårdcentral Smedjebacken, mottagning Söderbärke",1 läkare,57,Offentlig,Datoriserat återuppringningssystem,Samma dag,Primärvård,2,,"Vårdcentral Smedjebacken, mottagning Söderbärke"
4229,Vårdcentral Domnarvet,5 - 7 läkare,57,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentral Domnarvet
4230,Vårdcentral Särna,2 - 4 läkare,57,Offentlig,Saknar datoriserat system,Högst 7 dagar,Primärvård,2,,Vårdcentral Särna
4231,"Läkarhuset Unicare, Borlänge",5 - 7 läkare,57,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Läkarhuset Unicare, Borlänge"
4232,By vårdcentral,2 - 4 läkare,57,Offentlig,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,By vårdcentral
4233,"Vårdcentral Avesta, Mottagning Avesta",5 - 7 läkare,57,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Vårdcentral Avesta, Mottagning Avesta"
4234,Vårdcentral Orsa,2 - 4 läkare,57,Offentlig,Datoriserat återuppringningssystem,Högst 7 dagar,Primärvård,2,,Vårdcentral Orsa
4235,Vårdcentral Rättvik,5 - 7 läkare,57,Offentlig,Datoriserat återuppringningssystem,Högst 7 dagar,Primärvård,2,,Vårdcentral Rättvik
